zip_code,state,latitude,longitude,zipcode,relative_income,relative_income_dispersion,income_category,inequality_category,income_lambda,inequality_lambda
6785,CT,41.69,-73.46,6785,9666.166666666666,15811.028308325383,Lower Medium Income,Moderate Inequality,3,2
6890,CT,41.14,-73.28,6890,127269.33333333331,268078.9805901736,Upper Medium Income,High Inequality,4,3
6266,CT,41.68,-72.18,6266,3226.5,3159.973275203447,Lower Medium Income,Low Inequality,3,1
6074,CT,41.81,-72.61,6074,237840.16666666663,231670.7138275502,Very High Income,High Inequality,6,3
6076,CT,41.95,-72.3,6076,71525.33333333333,44458.21982790883,Upper Medium Income,High Inequality,4,3
6901,CT,41.09,-73.55,6901,115344.0,131391.11601626646,Upper Medium Income,High Inequality,4,3
6902,CT,41.09,-73.55,6902,730905.8333333334,1010270.0891259558,Very High Income,High Inequality,6,3
6903,CT,41.09,-73.55,6903,293890.3333333333,562467.307659269,Very High Income,High Inequality,6,3
6905,CT,41.09,-73.55,6905,215278.8333333333,244861.89930931816,Very High Income,High Inequality,6,3
6906,CT,41.09,-73.55,6906,71023.16666666667,53011.13621652215,Upper Medium Income,High Inequality,4,3
6907,CT,41.09,-73.55,6907,81977.0,73682.01015716116,Upper Medium Income,High Inequality,4,3
6377,CT,41.7,-71.83,6377,14891.666666666666,9682.242977051685,Upper Medium Income,Moderate Inequality,4,2
6378,CT,41.33,-71.9,6378,72220.83333333333,102454.00106860964,Upper Medium Income,High Inequality,4,3
6379,CT,41.37,-71.85,6379,61895.833333333336,43087.00802523501,Upper Medium Income,High Inequality,4,3
6268,CT,41.8,-72.25,6268,47852.66666666666,42650.67509743154,Upper Medium Income,High Inequality,4,3
6078,CT,41.98,-72.65,6078,116831.33333333331,142619.97562847452,Upper Medium Income,High Inequality,4,3
6380,CT,41.56,-72.05,6380,9605.0,5969.874069023567,Lower Medium Income,Low Inequality,3,1
6081,CT,41.9,-72.76,6081,8687.833333333334,5222.550159325104,Lower Medium Income,Low Inequality,3,1
6786,CT,41.67,-73.0,6786,52572.0,35504.92778756211,Upper Medium Income,Moderate Inequality,4,2
6778,CT,41.71,-73.12,6778,8424.833333333334,6225.21037127796,Lower Medium Income,Low Inequality,3,1
6787,CT,41.67,-73.07,6787,47273.333333333336,31125.594835547585,Upper Medium Income,Moderate Inequality,4,2
6277,CT,41.95,-71.86,6277,28336.166666666668,20870.39662696104,Upper Medium Income,Moderate Inequality,4,2
6084,CT,41.98,-72.15,6084,131827.0,135894.05355202264,Upper Medium Income,High Inequality,4,3
6790,CT,41.83,-73.12,6790,168078.66666666666,75127.22470760295,High Income,High Inequality,5,3
6791,CT,41.75,-73.05,6791,44613.833333333336,37545.70219035285,Upper Medium Income,Moderate Inequality,4,2
6382,CT,41.45,-72.12,6382,51478.5,31018.41641186732,Upper Medium Income,Moderate Inequality,4,2
6013,CT,41.76,-72.96,6013,96562.83333333331,109132.41596045908,Upper Medium Income,High Inequality,4,3
6085,CT,41.75,-72.88,6085,67831.33333333333,74417.73697893982,Upper Medium Income,High Inequality,4,3
6066,CT,41.84,-72.45,6066,184088.5,102279.04700132868,High Income,High Inequality,5,3
6384,CT,41.59,-71.85,6384,16891.333333333332,12766.50510776801,Upper Medium Income,Moderate Inequality,4,2
6492,CT,41.44,-72.81,6492,321842.0,233489.19214901573,Very High Income,High Inequality,6,3
6777,CT,41.69,-73.34,6777,23130.33333333333,34704.51825147076,Upper Medium Income,Moderate Inequality,4,2
6793,CT,41.63,-73.28,6793,23821.666666666668,45084.92747545089,Upper Medium Income,High Inequality,4,3
6794,CT,41.65,-73.32,6794,16739.333333333332,26567.46297760979,Upper Medium Income,Moderate Inequality,4,2
6702,CT,41.55,-73.03,6702,4422.333333333333,4748.667588562782,Lower Medium Income,Low Inequality,3,1
6704,CT,41.55,-73.03,6704,74931.16666666667,43072.32379808021,Upper Medium Income,High Inequality,4,3
6705,CT,41.55,-73.03,6705,91609.66666666669,49422.65073290451,Upper Medium Income,High Inequality,4,3
6706,CT,41.55,-73.03,6706,44345.16666666666,22741.9901364561,Upper Medium Income,Moderate Inequality,4,2
6708,CT,41.55,-73.03,6708,120567.16666666669,51430.85572461989,Upper Medium Income,High Inequality,4,3
6710,CT,41.55,-73.03,6710,27431.5,12354.620216744826,Upper Medium Income,Moderate Inequality,4,2
6712,CT,41.49,-72.97,6712,72343.0,61061.330165662126,Upper Medium Income,High Inequality,4,3
6716,CT,41.61,-72.98,6716,107553.16666666669,78008.29610347009,Upper Medium Income,High Inequality,4,3
6385,CT,41.34,-72.14,6385,127280.5,99895.40964979322,Upper Medium Income,High Inequality,4,3
6779,CT,41.59,-73.08,6779,42040.333333333336,25803.078984234937,Upper Medium Income,Moderate Inequality,4,2
6795,CT,41.61,-73.12,6795,108507.33333333331,89239.48314656841,Upper Medium Income,High Inequality,4,3
6089,CT,41.84,-72.82,6089,46754.333333333336,58658.35094056657,Upper Medium Income,High Inequality,4,3
6498,CT,41.28,-72.45,6498,56430.16666666666,50009.9281839783,Upper Medium Income,High Inequality,4,3
6796,CT,41.87,-73.33,6796,9662.333333333334,12899.048440356624,Lower Medium Income,Moderate Inequality,3,2
6090,CT,41.95,-72.86,6090,15527.0,22467.221038659853,Upper Medium Income,Moderate Inequality,4,2
6880,CT,41.12,-73.34,6880,991800.3333333334,2193110.535734364,Very High Income,High Inequality,6,3
6883,CT,41.22,-73.37,6883,238801.16666666663,499066.8404882924,Very High Income,High Inequality,6,3
6896,CT,41.3,-73.38,6896,133843.5,224712.5188677747,Upper Medium Income,High Inequality,4,3
6092,CT,41.87,-72.84,6092,68592.5,117340.25251506834,Upper Medium Income,High Inequality,4,3
6093,CT,42.0,-72.72,6093,37305.5,41002.39782622475,Upper Medium Income,High Inequality,4,3
6279,CT,41.86,-72.27,6279,37326.333333333336,27593.89985244323,Upper Medium Income,Moderate Inequality,4,2
6226,CT,41.71,-72.21,6226,48294.66666666666,28116.185243853168,Upper Medium Income,Moderate Inequality,4,2
6897,CT,41.18,-73.42,6897,415120.5,849959.1395707796,Very High Income,High Inequality,6,3
6280,CT,41.7,-72.16,6280,17890.166666666668,10586.213079598703,Upper Medium Income,Moderate Inequality,4,2
6095,CT,41.85,-72.65,6095,195734.8333333333,115478.96587243352,High Income,High Inequality,5,3
6096,CT,41.92,-72.65,6096,74290.33333333333,44327.72923878085,Upper Medium Income,High Inequality,4,3
6098,CT,41.92,-73.06,6098,52898.5,22318.87591031412,Upper Medium Income,Moderate Inequality,4,2
6798,CT,41.56,-73.2,6798,93630.66666666669,96580.5253965139,Upper Medium Income,High Inequality,4,3
6281,CT,41.95,-71.98,6281,58062.833333333336,52211.451860359775,Upper Medium Income,High Inequality,4,3
6282,CT,41.92,-72.1,6282,8643.0,6397.326504095285,Lower Medium Income,Low Inequality,3,1
6389,CT,41.53,-72.04,6389,1318.0,1211.660678573007,Lower Medium Income,Low Inequality,3,1
1220,MA,42.62,-73.11,1220,37464.333333333336,17166.912484971395,Upper Medium Income,Moderate Inequality,4,2
1256,MA,42.56,-73.02,1256,3805.1666666666665,3779.830335698504,Lower Medium Income,Low Inequality,3,1
1001,MA,42.06,-72.61,1001,99801.16666666669,50551.296598273984,Upper Medium Income,High Inequality,4,3
1002,MA,42.37,-72.52,1002,164926.33333333334,170914.75880293857,High Income,High Inequality,5,3
1330,MA,42.53,-72.78,1330,9224.666666666666,5017.391221209152,Lower Medium Income,Low Inequality,3,1
1222,MA,42.05,-73.33,1222,3590.0,3038.0802491046875,Lower Medium Income,Low Inequality,3,1
2702,MA,41.78,-71.06,2702,32461.33333333333,26317.59611869341,Upper Medium Income,Moderate Inequality,4,2
1331,MA,42.59,-72.23,1331,61380.0,28392.77140400352,Upper Medium Income,Moderate Inequality,4,2
1368,MA,42.68,-72.18,1368,6549.166666666667,6804.851722606943,Lower Medium Income,Low Inequality,3,1
2703,MA,41.93,-71.29,2703,290343.3333333333,183266.29358686408,Very High Income,High Inequality,6,3
1005,MA,42.42,-72.1,1005,27367.83333333333,18974.541084481243,Upper Medium Income,Moderate Inequality,4,2
1223,MA,42.33,-73.07,1223,14920.0,8470.9965883596,Upper Medium Income,Moderate Inequality,4,2
1007,MA,42.27,-72.4,1007,107845.66666666669,86963.70787326554,Upper Medium Income,High Inequality,4,3
1337,MA,42.66,-72.55,1337,15840.666666666666,10275.989094324044,Upper Medium Income,Moderate Inequality,4,2
1008,MA,42.18,-72.93,1008,7971.0,5617.14436346441,Lower Medium Income,Low Inequality,3,1
1010,MA,42.11,-72.2,1010,25944.33333333333,19290.837728483093,Upper Medium Income,Moderate Inequality,4,2
1338,MA,42.6,-72.78,1338,1427.5,1673.3569553445552,Lower Medium Income,Low Inequality,3,1
1339,MA,42.63,-72.88,1339,7337.0,3117.3100583676305,Lower Medium Income,Low Inequality,3,1
1346,MA,42.66,-72.83,1346,2024.6666666666667,1935.467040966254,Lower Medium Income,Low Inequality,3,1
1225,MA,42.55,-73.15,1225,18962.5,11092.044405789224,Upper Medium Income,Moderate Inequality,4,2
1011,MA,42.28,-72.98,1011,6370.5,5621.680558338405,Lower Medium Income,Low Inequality,3,1
1012,MA,42.4,-72.85,1012,4137.666666666667,4011.966483741691,Lower Medium Income,Low Inequality,3,1
1013,MA,42.17,-72.57,1013,86071.83333333333,41716.62888305653,Upper Medium Income,High Inequality,4,3
1020,MA,42.17,-72.57,1020,138020.83333333334,69657.71475842907,Upper Medium Income,High Inequality,4,3
1022,MA,42.17,-72.57,1022,9389.333333333334,6094.159816305007,Lower Medium Income,Low Inequality,3,1
1340,MA,42.66,-72.68,1340,8830.166666666666,8139.428565118479,Lower Medium Income,Moderate Inequality,3,2
1341,MA,42.51,-72.68,1341,14427.833333333334,12888.328633560934,Upper Medium Income,Moderate Inequality,4,2
1026,MA,42.46,-72.9,1026,5376.5,6094.256599454932,Lower Medium Income,Low Inequality,3,1
1226,MA,42.47,-73.16,1226,41068.0,24263.023579100773,Upper Medium Income,Moderate Inequality,4,2
1342,MA,42.55,-72.6,1342,9372.5,7117.53214955858,Lower Medium Income,Moderate Inequality,3,2
2715,MA,41.81,-71.11,2715,27587.666666666668,24247.123793692863,Upper Medium Income,Moderate Inequality,4,2
2717,MA,41.75,-70.97,2717,36969.5,28503.071973034766,Upper Medium Income,Moderate Inequality,4,2
1027,MA,42.26,-72.68,1027,111874.83333333331,60743.40717285017,Upper Medium Income,High Inequality,4,3
1062,MA,42.32,-72.67,1062,106522.16666666669,115075.21285214582,Upper Medium Income,High Inequality,4,3
1028,MA,42.06,-72.51,1028,139174.0,125377.13373976931,Upper Medium Income,High Inequality,4,3
1106,MA,42.04,-72.57,1106,235788.5,371714.0049359185,Very High Income,High Inequality,6,3
1344,MA,42.6,-72.4,1344,7681.0,5904.72553130118,Lower Medium Income,Low Inequality,3,1
2719,MA,41.63,-70.9,2719,99876.83333333331,56137.56666410351,Upper Medium Income,High Inequality,4,3
2720,MA,41.71,-71.1,2720,138236.0,57193.301118225376,Upper Medium Income,High Inequality,4,3
2721,MA,41.71,-71.1,2721,89258.66666666667,45583.171739872014,Upper Medium Income,High Inequality,4,3
2723,MA,41.71,-71.1,2723,50552.16666666666,27238.05085109188,Upper Medium Income,Moderate Inequality,4,2
2724,MA,41.71,-71.1,2724,60353.16666666666,31825.510084940768,Upper Medium Income,Moderate Inequality,4,2
2725,MA,41.73,-71.15,2725,15468.833333333334,9814.96749697454,Upper Medium Income,Moderate Inequality,4,2
2726,MA,41.73,-71.15,2726,103076.66666666669,74041.84832827086,Upper Medium Income,High Inequality,4,3
1030,MA,42.06,-72.67,1030,74230.0,52224.99244614594,Upper Medium Income,High Inequality,4,3
1031,MA,42.35,-72.21,1031,4752.166666666667,3090.21846584779,Lower Medium Income,Low Inequality,3,1
1032,MA,42.43,-72.8,1032,3115.6666666666665,3676.436898229952,Lower Medium Income,Low Inequality,3,1
1033,MA,42.26,-72.52,1033,44065.0,30144.63699565812,Upper Medium Income,Moderate Inequality,4,2
1034,MA,42.06,-72.86,1034,13347.5,8828.663154747721,Upper Medium Income,Moderate Inequality,4,2
1230,MA,42.19,-73.35,1230,67024.16666666667,75515.15653805312,Upper Medium Income,High Inequality,4,3
1301,MA,42.58,-72.59,1301,82945.5,29783.1386777821,Upper Medium Income,Moderate Inequality,4,2
1035,MA,42.35,-72.58,1035,37929.333333333336,26399.440332451493,Upper Medium Income,Moderate Inequality,4,2
1036,MA,42.06,-72.41,1036,42519.333333333336,35266.80409488031,Upper Medium Income,Moderate Inequality,4,2
1038,MA,42.37,-72.6,1038,18957.33333333333,12959.208628101742,Upper Medium Income,Moderate Inequality,4,2
1088,MA,42.39,-72.64,1088,3587.833333333333,3865.846164381954,Lower Medium Income,Low Inequality,3,1
1039,MA,42.39,-72.7,1039,11540.833333333334,8580.884789266585,Upper Medium Income,Moderate Inequality,4,2
1235,MA,42.42,-73.07,1235,19180.0,11811.263437922296,Upper Medium Income,Moderate Inequality,4,2
1040,MA,42.21,-72.64,1040,138738.16666666666,50944.54940586546,Upper Medium Income,High Inequality,4,3
1236,MA,42.25,-73.36,1236,10459.0,5756.065149040619,Upper Medium Income,Low Inequality,4,1
1050,MA,42.23,-72.88,1050,13494.5,9235.259601115717,Upper Medium Income,Moderate Inequality,4,2
1237,MA,42.51,-73.22,1237,19405.5,11480.99693841959,Upper Medium Income,Moderate Inequality,4,2
1238,MA,42.3,-73.25,1238,37676.5,22239.11556469816,Upper Medium Income,Moderate Inequality,4,2
1053,MA,42.35,-72.71,1053,14208.333333333334,12243.482979392204,Upper Medium Income,Moderate Inequality,4,2
1240,MA,42.35,-73.28,1240,50342.833333333336,61347.83889728037,Upper Medium Income,High Inequality,4,3
1054,MA,42.45,-72.5,1054,19002.166666666668,20413.82554463192,Upper Medium Income,Moderate Inequality,4,2
1056,MA,42.16,-72.48,1056,124511.16666666669,72715.25872722083,Upper Medium Income,High Inequality,4,3
2738,MA,41.7,-70.76,2738,79467.83333333333,119486.55455642978,Upper Medium Income,High Inequality,4,3
2739,MA,41.66,-70.8,2739,79900.33333333333,97247.32827521108,Upper Medium Income,High Inequality,4,3
1057,MA,42.09,-72.31,1057,52938.66666666666,34187.5888981172,Upper Medium Income,Moderate Inequality,4,2
1351,MA,42.53,-72.53,1351,14732.166666666666,6707.349056569716,Upper Medium Income,Low Inequality,4,1
1245,MA,42.18,-73.21,1245,8353.166666666666,10282.393250924935,Lower Medium Income,Moderate Inequality,3,2
2740,MA,41.66,-70.93,2740,158145.0,70745.72641227172,High Income,High Inequality,5,3
2743,MA,41.68,-70.9,2743,70573.16666666667,46940.23003955847,Upper Medium Income,High Inequality,4,3
2744,MA,41.66,-70.93,2744,40561.0,21852.543092281045,Upper Medium Income,Moderate Inequality,4,2
2745,MA,41.66,-70.93,2745,118374.5,64730.58409361065,Upper Medium Income,High Inequality,4,3
2746,MA,41.66,-70.93,2746,44110.833333333336,30481.60513107317,Upper Medium Income,Moderate Inequality,4,2
2747,MA,41.64,-71.0,2747,151065.66666666666,121627.36571786249,High Income,High Inequality,5,3
2748,MA,41.55,-70.98,2748,115458.83333333331,124497.85307613408,Upper Medium Income,High Inequality,4,3
1247,MA,42.68,-73.11,1247,55818.66666666666,25945.585201854024,Upper Medium Income,Moderate Inequality,4,2
1060,MA,42.32,-72.67,1060,106278.0,85569.12725042836,Upper Medium Income,High Inequality,4,3
2760,MA,41.97,-71.33,2760,231009.66666666663,202745.02040510555,Very High Income,High Inequality,6,3
2762,MA,42.0,-71.33,2762,78889.5,63590.223106229154,Upper Medium Income,High Inequality,4,3
2763,MA,41.97,-71.3,2763,19415.5,20050.86661219409,Upper Medium Income,Moderate Inequality,4,2
2764,MA,41.85,-71.15,2764,30246.166666666668,24422.677268609736,Upper Medium Income,Moderate Inequality,4,2
1360,MA,42.7,-72.43,1360,17612.666666666668,11741.799192060244,Upper Medium Income,Moderate Inequality,4,2
2766,MA,41.96,-71.18,2766,142065.33333333334,118010.83594258058,High Income,High Inequality,5,3
1068,MA,42.35,-72.05,1068,13050.333333333334,9849.11548651282,Upper Medium Income,Moderate Inequality,4,2
1355,MA,42.5,-72.33,1355,5690.833333333333,3359.7093574692835,Lower Medium Income,Low Inequality,3,1
1364,MA,42.59,-72.3,1364,31158.5,13797.33801499405,Upper Medium Income,Moderate Inequality,4,2
1378,MA,42.68,-72.33,1378,3735.3333333333335,2872.5927429182625,Lower Medium Income,Low Inequality,3,1
1253,MA,42.19,-73.07,1253,6285.666666666667,4492.688000147202,Lower Medium Income,Low Inequality,3,1
1069,MA,42.16,-72.32,1069,44787.66666666666,22315.771720168374,Upper Medium Income,Moderate Inequality,4,2
1366,MA,42.48,-72.18,1366,9049.333333333334,6964.546350385404,Lower Medium Income,Moderate Inequality,3,2
1201,MA,42.45,-73.26,1201,226709.3333333333,86854.34317906426,Very High Income,High Inequality,6,3
1070,MA,42.51,-72.91,1070,2927.5,2400.5821585607105,Lower Medium Income,Low Inequality,3,1
2767,MA,41.93,-71.04,2767,118170.66666666669,94717.8588771234,Upper Medium Income,High Inequality,4,3
2769,MA,41.83,-71.26,2769,117775.33333333331,117311.51689866884,Upper Medium Income,High Inequality,4,3
1254,MA,42.37,-73.36,1254,13612.666666666666,18165.472024328647,Upper Medium Income,Moderate Inequality,4,2
2770,MA,41.73,-70.81,2770,51922.0,50030.21643367136,Upper Medium Income,High Inequality,4,3
1367,MA,42.7,-72.9,1367,2777.833333333333,2898.5498730687154,Lower Medium Income,Low Inequality,3,1
1071,MA,42.18,-72.85,1071,9598.166666666666,6121.965286300361,Lower Medium Income,Low Inequality,3,1
1255,MA,42.11,-73.13,1255,5522.666666666667,5003.132445445221,Lower Medium Income,Low Inequality,3,1
2771,MA,41.81,-71.33,2771,126313.66666666669,104364.942354541,Upper Medium Income,High Inequality,4,3
1257,MA,42.1,-73.34,1257,21970.666666666668,22977.29332768912,Upper Medium Income,Moderate Inequality,4,2
1370,MA,42.6,-72.74,1370,22777.33333333333,12051.767068221434,Upper Medium Income,Moderate Inequality,4,2
1072,MA,42.45,-72.4,1072,10679.833333333334,7176.40292672218,Upper Medium Income,Moderate Inequality,4,2
1073,MA,42.23,-72.73,1073,53667.833333333336,46254.91917803626,Upper Medium Income,High Inequality,4,3
1373,MA,42.47,-72.59,1373,37385.833333333336,29033.59010123734,Upper Medium Income,Moderate Inequality,4,2
1258,MA,42.16,-73.41,1258,6562.833333333333,6211.73648561066,Lower Medium Income,Low Inequality,3,1
1259,MA,42.07,-73.23,1259,4420.333333333333,4516.665790897824,Lower Medium Income,Low Inequality,3,1
1075,MA,42.26,-72.56,1075,116316.0,74683.0956053644,Upper Medium Income,High Inequality,4,3
1077,MA,42.05,-72.76,1077,74134.83333333333,59079.45742613643,Upper Medium Income,High Inequality,4,3
1103,MA,42.11,-72.53,1103,8357.666666666666,5415.682437760423,Lower Medium Income,Low Inequality,3,1
1104,MA,42.11,-72.53,1104,75550.0,48493.965719458334,Upper Medium Income,High Inequality,4,3
1105,MA,42.11,-72.53,1105,20961.166666666668,19830.971589074165,Upper Medium Income,Moderate Inequality,4,2
1107,MA,42.11,-72.53,1107,26134.666666666668,16720.4517243604,Upper Medium Income,Moderate Inequality,4,2
1108,MA,42.11,-72.53,1108,84636.66666666667,44796.69305949567,Upper Medium Income,High Inequality,4,3
1109,MA,42.11,-72.53,1109,78303.5,54825.69764535605,Upper Medium Income,High Inequality,4,3
1118,MA,42.11,-72.53,1118,72543.5,35594.58469908028,Upper Medium Income,Moderate Inequality,4,2
1119,MA,42.11,-72.53,1119,52615.0,26491.16953250649,Upper Medium Income,Moderate Inequality,4,2
1128,MA,42.11,-72.53,1128,15438.666666666666,13131.698773070704,Upper Medium Income,Moderate Inequality,4,2
1129,MA,42.11,-72.53,1129,36217.333333333336,16835.33400520069,Upper Medium Income,Moderate Inequality,4,2
1151,MA,42.15,-72.51,1151,28172.83333333333,19404.511696166606,Upper Medium Income,Moderate Inequality,4,2
1375,MA,42.46,-72.58,1375,20915.666666666668,11607.370307983916,Upper Medium Income,Moderate Inequality,4,2
2777,MA,41.75,-71.18,2777,119507.5,87385.74751239472,Upper Medium Income,High Inequality,4,3
2718,MA,41.87,-71.01,2718,42080.333333333336,33629.121354365874,Upper Medium Income,Moderate Inequality,4,2
2779,MA,41.85,-71.08,2779,52241.16666666666,43468.483743589066,Upper Medium Income,High Inequality,4,3
2780,MA,41.9,-71.09,2780,263381.1666666667,130277.20486472936,Very High Income,High Inequality,6,3
1080,MA,42.18,-72.37,1080,9980.833333333334,6326.413942089679,Lower Medium Income,Low Inequality,3,1
1349,MA,42.59,-72.55,1349,3712.0,2532.87741511507,Lower Medium Income,Low Inequality,3,1
1354,MA,42.7,-72.43,1354,8925.666666666666,5890.763674318184,Lower Medium Income,Low Inequality,3,1
1376,MA,42.59,-72.55,1376,21657.666666666668,9225.691034641615,Upper Medium Income,Moderate Inequality,4,2
1081,MA,42.06,-72.21,1081,9009.833333333334,5840.858957950162,Lower Medium Income,Low Inequality,3,1
1082,MA,42.25,-72.24,1082,51768.833333333336,24582.2666767462,Upper Medium Income,Moderate Inequality,4,2
1379,MA,42.55,-72.4,1379,3707.1666666666665,2739.126606542068,Lower Medium Income,Low Inequality,3,1
1085,MA,42.13,-72.75,1085,228507.0,129268.1804111128,Very High Income,High Inequality,6,3
2790,MA,41.66,-71.1,2790,131195.0,101754.8555814414,Upper Medium Income,High Inequality,4,3
1089,MA,42.12,-72.65,1089,161989.66666666666,74542.55601377423,High Income,High Inequality,5,3
1266,MA,42.31,-73.39,1266,18678.5,27212.931321340595,Upper Medium Income,Moderate Inequality,4,2
1095,MA,42.13,-72.43,1095,131978.33333333334,130180.2531195368,Upper Medium Income,High Inequality,4,3
1096,MA,42.4,-72.71,1096,17165.333333333332,10818.389633705505,Upper Medium Income,Moderate Inequality,4,2
1267,MA,42.7,-73.2,1267,60688.0,73639.1870704722,Upper Medium Income,High Inequality,4,3
1270,MA,42.51,-73.04,1270,4997.166666666667,6155.210326761115,Lower Medium Income,Low Inequality,3,1
1098,MA,42.41,-72.93,1098,7858.5,4870.148693828557,Lower Medium Income,Low Inequality,3,1
2804,RI,41.42,-71.78,2804,17055.666666666668,11008.644033970151,Upper Medium Income,Moderate Inequality,4,2
2806,RI,41.73,-71.31,2806,268385.3333333333,442348.8415319596,Very High Income,High Inequality,6,3
2808,RI,41.39,-71.75,2808,11876.166666666666,6406.076909206341,Upper Medium Income,Low Inequality,4,1
2809,RI,41.67,-71.27,2809,146596.83333333334,110382.54759592508,High Income,High Inequality,5,3
2812,RI,41.47,-71.64,2812,9434.166666666666,9238.39545411792,Lower Medium Income,Moderate Inequality,3,2
2813,RI,41.38,-71.65,2813,71254.33333333333,61740.756877986736,Upper Medium Income,High Inequality,4,3
2814,RI,41.91,-71.7,2814,54081.0,39642.09407687742,Upper Medium Income,High Inequality,4,3
2815,RI,41.77,-71.66,2815,1885.3333333333333,2965.4850980348338,Lower Medium Income,Low Inequality,3,1
2816,RI,41.68,-71.66,2816,211189.3333333333,138058.0940237358,Very High Income,High Inequality,6,3
2817,RI,41.63,-71.65,2817,50445.5,42315.65924217653,Upper Medium Income,High Inequality,4,3
2827,RI,41.69,-71.74,2827,15436.0,12538.762809783108,Upper Medium Income,Moderate Inequality,4,2
2818,RI,41.63,-71.5,2818,249837.3333333333,354330.8308988461,Very High Income,High Inequality,6,3
2822,RI,41.56,-71.68,2822,51955.333333333336,45173.634415072986,Upper Medium Income,High Inequality,4,3
2825,RI,41.85,-71.76,2825,38337.333333333336,31086.309428214,Upper Medium Income,Moderate Inequality,4,2
2828,RI,41.87,-71.55,2828,57293.16666666666,46669.91626054912,Upper Medium Income,High Inequality,4,3
2830,RI,41.96,-71.67,2830,40687.0,27727.559993623672,Upper Medium Income,Moderate Inequality,4,2
2858,RI,41.96,-71.64,2858,3550.1666666666665,3766.463349969925,Lower Medium Income,Low Inequality,3,1
2831,RI,41.75,-71.56,2831,33943.5,28814.43241675949,Upper Medium Income,Moderate Inequality,4,2
2832,RI,41.51,-71.72,2832,30934.33333333333,25197.23736973295,Upper Medium Income,Moderate Inequality,4,2
2833,RI,41.45,-71.78,2833,3026.1666666666665,2845.287501583393,Lower Medium Income,Low Inequality,3,1
2835,RI,41.48,-71.36,2835,96935.83333333331,155226.4089018575,Upper Medium Income,High Inequality,4,3
2837,RI,41.5,-71.16,2837,33564.833333333336,35705.395180093816,Upper Medium Income,Moderate Inequality,4,2
2838,RI,41.96,-71.47,2838,16680.333333333332,7762.603858671822,Upper Medium Income,Moderate Inequality,4,2
2839,RI,41.97,-71.69,2839,10754.833333333334,6597.693215561532,Upper Medium Income,Low Inequality,4,1
2840,RI,41.47,-71.3,2840,179946.0,176289.47750333825,High Income,High Inequality,5,3
2842,RI,41.51,-71.27,2842,121514.5,87577.40003619656,Upper Medium Income,High Inequality,4,3
2852,RI,41.55,-71.46,2852,237436.16666666663,246750.1361567338,Very High Income,High Inequality,6,3
2857,RI,41.83,-71.63,2857,67357.16666666667,54489.69161746712,Upper Medium Income,High Inequality,4,3
2859,RI,41.95,-71.7,2859,36032.16666666666,22710.56457613211,Upper Medium Income,Moderate Inequality,4,2
2860,RI,41.87,-71.37,2860,170167.0,76998.34209643738,High Income,High Inequality,5,3
2861,RI,41.87,-71.37,2861,126488.83333333331,64270.775447062,Upper Medium Income,High Inequality,4,3
2863,RI,41.88,-71.39,2863,48920.333333333336,40296.00403348534,Upper Medium Income,High Inequality,4,3
2864,RI,41.94,-71.41,2864,268056.6666666667,210113.9626694682,Very High Income,High Inequality,6,3
2865,RI,41.91,-71.45,2865,170862.33333333334,170828.86673120168,High Income,High Inequality,5,3
2871,RI,41.6,-71.25,2871,163762.66666666666,164418.5412326319,High Income,High Inequality,5,3
2903,RI,41.82,-71.41,2903,96500.5,130653.2024494616,Upper Medium Income,High Inequality,4,3
2904,RI,41.82,-71.41,2904,148393.83333333334,54281.67404720185,High Income,High Inequality,5,3
2905,RI,41.82,-71.41,2905,112894.0,37969.74696781636,Upper Medium Income,Moderate Inequality,4,2
2906,RI,41.82,-71.41,2906,290204.1666666667,403991.5441240901,Very High Income,High Inequality,6,3
2907,RI,41.82,-71.41,2907,84089.83333333333,63981.64730425958,Upper Medium Income,High Inequality,4,3
2908,RI,41.82,-71.41,2908,139174.66666666666,52794.66078560091,Upper Medium Income,High Inequality,4,3
2909,RI,41.82,-71.41,2909,131195.0,86836.39289836952,Upper Medium Income,High Inequality,4,3
2910,RI,41.76,-71.48,2910,108696.16666666669,54784.71424555089,Upper Medium Income,High Inequality,4,3
2911,RI,41.86,-71.45,2911,85800.83333333333,44974.43956478687,Upper Medium Income,High Inequality,4,3
2917,RI,41.9,-71.53,2917,92801.16666666669,70309.15286480606,Upper Medium Income,High Inequality,4,3
2920,RI,41.76,-71.48,2920,197973.16666666663,92805.35766951532,High Income,High Inequality,5,3
2921,RI,41.76,-71.48,2921,125930.83333333331,135477.54485141317,Upper Medium Income,High Inequality,4,3
2874,RI,41.51,-71.44,2874,71666.33333333333,95502.34522705014,Upper Medium Income,High Inequality,4,3
2875,RI,41.46,-71.67,2875,2070.0,1886.132551015437,Lower Medium Income,Low Inequality,3,1
2876,RI,41.97,-71.55,2876,7745.333333333333,3942.712704048656,Lower Medium Income,Low Inequality,3,1
2878,RI,41.65,-71.2,2878,122912.0,89218.353037926,Upper Medium Income,High Inequality,4,3
2879,RI,41.45,-71.51,2879,192862.16666666663,193011.4237079419,High Income,High Inequality,5,3
2881,RI,41.47,-71.52,2881,16916.166666666668,15211.531013236856,Upper Medium Income,Moderate Inequality,4,2
2882,RI,41.39,-71.48,2882,146500.66666666666,190687.45287581632,High Income,High Inequality,5,3
