zipcode,relative_income,relative_income_dispersion,income_category,inequality_category
33012,208016.3333333333,113381.33296035403,Very High Income,High Inequality
33013,93308.83333333331,57726.7024085619,Upper Medium Income,High Inequality
33014,181247.66666666663,61220.90765961141,High Income,High Inequality
33015,246745.5,78966.96614597777,Very High Income,High Inequality
33016,194281.5,89926.95237302329,High Income,High Inequality
33018,245141.3333333333,75410.19499157037,Very High Income,High Inequality
33019,228933.16666666663,386238.3005671068,Very High Income,High Inequality
33020,169863.66666666666,50814.0292858839,High Income,High Inequality
33021,300435.5,211765.5281095108,Very High Income,High Inequality
33023,215624.66666666663,116348.70066428187,Very High Income,High Inequality
33024,337704.3333333333,109773.14877266964,Very High Income,High Inequality
33025,301184.6666666667,108222.4100372315,Very High Income,High Inequality
33026,192753.3333333333,122842.71624262736,High Income,High Inequality
33027,402162.0,291563.8029625763,Very High Income,High Inequality
33028,192959.3333333333,163243.20574855994,High Income,High Inequality
33029,337773.8333333333,305284.930731549,Very High Income,High Inequality
33030,97235.5,30786.839186574514,Upper Medium Income,Moderate Inequality
33031,45050.66666666666,39766.27081669423,Upper Medium Income,High Inequality
33032,201973.16666666663,70331.92511631305,High Income,High Inequality
33033,203709.3333333333,80028.41057191294,High Income,High Inequality
33034,49866.5,32373.627784046697,Upper Medium Income,Moderate Inequality
33035,60118.66666666666,24011.932564178725,Upper Medium Income,Moderate Inequality
33036,74414.5,141529.5635445118,Upper Medium Income,High Inequality
33037,443728.1666666667,919869.7498847144,Very High Income,High Inequality
33040,326367.3333333333,397406.5089651485,Very High Income,High Inequality
33042,90208.66666666669,128241.33067878964,Upper Medium Income,High Inequality
33043,29231.0,18795.68720744203,Upper Medium Income,Moderate Inequality
33050,81828.83333333333,82059.87595266438,Upper Medium Income,High Inequality
33054,74397.83333333333,55797.51999297699,Upper Medium Income,High Inequality
33055,137096.66666666666,84481.40154535002,Upper Medium Income,High Inequality
33056,111066.0,67972.90180652875,Upper Medium Income,High Inequality
33060,162085.83333333334,77581.94873916655,High Income,High Inequality
33062,445542.8333333333,748040.7930607572,Very High Income,High Inequality
33063,224703.8333333333,85452.58437617125,Very High Income,High Inequality
33064,391053.1666666667,441938.7898066503,Very High Income,High Inequality
33065,237317.16666666663,78588.54455559453,Very High Income,High Inequality
33066,84479.16666666667,29169.173155347868,Upper Medium Income,Moderate Inequality
33067,303186.8333333333,428254.1085857399,Very High Income,High Inequality
33068,156384.16666666666,96463.50517043566,High Income,High Inequality
33069,127994.33333333331,37948.87933874552,Upper Medium Income,Moderate Inequality
33070,63723.66666666666,84000.49719059208,Upper Medium Income,High Inequality
33071,292076.5,256552.55270275523,Very High Income,High Inequality
33073,173952.5,96897.29784209673,High Income,High Inequality
33076,532783.1666666666,854294.9098397852,Very High Income,High Inequality
33109,262679.3333333333,640343.4103721742,Very High Income,High Inequality
33122,22656.83333333333,30472.257457672327,Upper Medium Income,Moderate Inequality
33125,131016.16666666669,77821.22503897421,Upper Medium Income,High Inequality
33126,167412.0,61218.81880925178,High Income,High Inequality
33127,75498.66666666667,38359.83014908521,Upper Medium Income,Moderate Inequality
33128,16323.333333333334,11078.35330122066,Upper Medium Income,Moderate Inequality
33129,158151.5,214985.5807050789,High Income,High Inequality
33130,187115.3333333333,149641.53530576552,High Income,High Inequality
33131,622722.0,1167687.6517774777,Very High Income,High Inequality
33132,212716.5,296670.5585357266,Very High Income,High Inequality
33133,905095.0,1871366.652123416,Very High Income,High Inequality
33134,480640.3333333333,738610.079578032,Very High Income,High Inequality
33135,86504.5,47287.27231613175,Upper Medium Income,High Inequality
33136,44192.5,16989.909555380218,Upper Medium Income,Moderate Inequality
33137,315344.6666666667,463507.9748559529,Very High Income,High Inequality
33138,214443.0,258502.22913236165,Very High Income,High Inequality
33139,1474027.0,3219147.3681969265,Very High Income,High Inequality
33140,893824.5,1984354.110954065,Very High Income,High Inequality
33141,348338.6666666667,517317.4891938864,Very High Income,High Inequality
33142,113255.5,88449.4859787212,Upper Medium Income,High Inequality
33143,601446.5,1151879.1056337033,Very High Income,High Inequality
33144,100128.16666666669,25593.9554849708,Upper Medium Income,Moderate Inequality
33145,146783.5,67489.26825133016,High Income,High Inequality
33146,289497.0,594373.329946087,Very High Income,High Inequality
33147,116159.83333333331,90906.52258978267,Upper Medium Income,High Inequality
33149,348361.0,740587.8115607899,Very High Income,High Inequality
33150,72202.0,38160.29579549928,Upper Medium Income,Moderate Inequality
33154,640999.1666666666,1425971.8902140276,Very High Income,High Inequality
33155,264522.5,171894.36606794302,Very High Income,High Inequality
33156,902836.1666666666,1892819.183104548,Very High Income,High Inequality
33157,373015.6666666667,255792.0261264348,Very High Income,High Inequality
33158,114617.83333333331,214036.26296440203,Upper Medium Income,High Inequality
33160,754809.8333333334,1415594.328486296,Very High Income,High Inequality
33161,160742.83333333334,57526.60793551682,High Income,High Inequality
33162,140720.83333333334,52847.74809740398,High Income,High Inequality
33165,252630.3333333333,83749.42003062867,Very High Income,High Inequality
33166,194428.66666666663,170297.94538592256,High Income,High Inequality
33167,56731.833333333336,32436.42082238216,Upper Medium Income,Moderate Inequality
33168,80555.83333333333,45381.721410350525,Upper Medium Income,High Inequality
33169,138582.5,59187.10303013655,Upper Medium Income,High Inequality
33170,58674.0,15017.422521857738,Upper Medium Income,Moderate Inequality
33172,153534.33333333334,48358.23260900533,High Income,High Inequality
33173,208566.3333333333,138983.9760902913,Very High Income,High Inequality
33174,111368.66666666669,33158.123792920895,Upper Medium Income,Moderate Inequality
33175,270447.1666666667,109516.2372735964,Very High Income,High Inequality
33176,408200.1666666667,439869.779713686,Very High Income,High Inequality
33177,213423.16666666663,74118.70710533655,Very High Income,High Inequality
33178,334456.5,217381.35550019005,Very High Income,High Inequality
33179,223976.5,130840.1202196788,Very High Income,High Inequality
33180,363458.6666666667,526956.9963181689,Very High Income,High Inequality
33181,126274.5,129533.51639131858,Upper Medium Income,High Inequality
33182,79860.0,42328.281032898085,Upper Medium Income,High Inequality
33183,173254.16666666666,58451.877818994544,High Income,High Inequality
33184,90493.33333333331,27194.58804737933,Upper Medium Income,Moderate Inequality
33185,160322.33333333334,95446.42203805584,High Income,High Inequality
33186,370834.5,176781.11366065097,Very High Income,High Inequality
33187,100059.5,53102.87005332197,Upper Medium Income,High Inequality
33189,103423.0,36707.34788022693,Upper Medium Income,Moderate Inequality
33190,58064.333333333336,27052.15245163805,Upper Medium Income,Moderate Inequality
33193,190330.0,55562.55981504092,High Income,High Inequality
33194,29737.33333333333,14788.546563698092,Upper Medium Income,Moderate Inequality
33196,240795.66666666663,105093.31624545238,Very High Income,High Inequality
33301,697751.0,1404334.4595901647,Very High Income,High Inequality
33304,281757.0,441598.3544914994,Very High Income,High Inequality
33305,267533.5,494783.1124643403,Very High Income,High Inequality
33306,52096.16666666666,81536.78204691835,Upper Medium Income,High Inequality
33308,530019.5,891816.254463833,Very High Income,High Inequality
33309,158741.0,40888.8855998791,High Income,High Inequality
33311,188916.8333333333,106383.46090707272,High Income,High Inequality
33312,294318.0,211994.93586121345,Very High Income,High Inequality
33313,158782.33333333334,109592.39321351946,High Income,High Inequality
33314,117383.5,36769.67634750135,Upper Medium Income,Moderate Inequality
33315,98907.16666666669,83212.69121333996,Upper Medium Income,High Inequality
33316,519965.8333333333,1103409.1212835638,Very High Income,High Inequality
33317,216056.16666666663,125562.30137332888,Very High Income,High Inequality
33319,186212.8333333333,72392.60007602067,High Income,High Inequality
33321,214220.66666666663,82806.26112720382,Very High Income,High Inequality
33322,203909.0,83883.50209427359,High Income,High Inequality
33323,188376.5,169113.58212603742,High Income,High Inequality
33324,370119.1666666667,335678.5149260624,Very High Income,High Inequality
33325,218538.0,196186.5135884728,Very High Income,High Inequality
33326,257874.5,254423.3985479716,Very High Income,High Inequality
33327,240927.3333333333,375923.8558323569,Very High Income,High Inequality
33328,241834.0,257890.9382556897,Very High Income,High Inequality
33330,218216.66666666663,367859.2514550458,Very High Income,High Inequality
33331,328573.0,533817.0164166744,Very High Income,High Inequality
33332,160301.66666666666,282324.80886501394,High Income,High Inequality
33334,160498.33333333334,70823.92516280545,High Income,High Inequality
33351,150442.0,62830.46417463427,High Income,High Inequality
33401,726486.6666666666,1457876.5800805865,Very High Income,High Inequality
33403,48747.333333333336,19405.08056841472,Upper Medium Income,Moderate Inequality
33404,306852.5,493630.4117672452,Very High Income,High Inequality
33405,155302.16666666666,194135.799500676,High Income,High Inequality
33406,121344.16666666669,39699.90071734017,Upper Medium Income,High Inequality
33407,118317.66666666669,41329.08220934342,Upper Medium Income,High Inequality
33408,608111.3333333334,1238488.7784929932,Very High Income,High Inequality
33409,126823.0,40986.95530043675,Upper Medium Income,High Inequality
33410,559859.8333333334,903713.1572950385,Very High Income,High Inequality
33411,443406.8333333333,264430.08552614937,Very High Income,High Inequality
33412,187540.5,249622.9240095949,High Income,High Inequality
33413,76380.5,24534.92648246577,Upper Medium Income,Moderate Inequality
33414,689707.8333333334,989358.7233434428,Very High Income,High Inequality
33415,147027.16666666666,77033.5784432131,High Income,High Inequality
33417,110954.66666666669,43150.59800589868,Upper Medium Income,High Inequality
33418,885939.0,1602026.007967536,Very High Income,High Inequality
33426,126575.66666666669,46296.36073242331,Upper Medium Income,High Inequality
33428,271503.0,226556.60510168315,Very High Income,High Inequality
33430,50331.0,29114.99149235665,Upper Medium Income,Moderate Inequality
33431,322999.1666666667,589330.4476680012,Very High Income,High Inequality
33432,833963.6666666666,1792875.4527470856,Very High Income,High Inequality
33433,399173.0,430140.3352158456,Very High Income,High Inequality
33434,234516.0,332655.19040351675,Very High Income,High Inequality
33435,277918.8333333333,321913.3061688608,Very High Income,High Inequality
33436,322008.5,272158.5645595229,Very High Income,High Inequality
33437,267715.6666666667,187965.485778285,Very High Income,High Inequality
33438,2696.333333333333,1780.0258050563948,Lower Medium Income,Low Inequality
33440,73659.16666666667,24592.59738552776,Upper Medium Income,Moderate Inequality
33441,174648.16666666666,153259.7648196247,High Income,High Inequality
33442,150294.0,58003.77570469013,High Income,High Inequality
33444,187852.5,236364.5749182817,High Income,High Inequality
33445,230071.8333333333,191495.47495793903,Very High Income,High Inequality
33446,568999.3333333334,1032886.1671889436,Very High Income,High Inequality
33449,119113.16666666669,174092.55192042727,Upper Medium Income,High Inequality
33455,495259.0,958569.5911675896,Very High Income,High Inequality
33458,579971.1666666666,779798.0639676958,Very High Income,High Inequality
33460,118070.33333333331,39404.70472249052,Upper Medium Income,High Inequality
33461,125177.0,67097.2671276558,Upper Medium Income,High Inequality
33462,412531.0,668386.706541954,Very High Income,High Inequality
33463,243141.8333333333,77066.92396979827,Very High Income,High Inequality
33467,381621.1666666667,290845.0604403772,Very High Income,High Inequality
33469,356442.5,665736.7541681171,Very High Income,High Inequality
33470,216536.0,160254.86001741103,Very High Income,High Inequality
33471,16558.666666666668,4857.947948122403,Upper Medium Income,Low Inequality
33472,159688.16666666666,147407.05543415033,High Income,High Inequality
33473,167863.5,264812.458216565,High Income,High Inequality
33476,14160.333333333334,11053.57414896497,Upper Medium Income,Moderate Inequality
33477,576098.6666666666,1234236.8536396355,Very High Income,High Inequality
33478,191177.16666666663,276652.56221146166,High Income,High Inequality
33480,2435992.5,5851578.670003532,Very High Income,High Inequality
33483,848137.5,1913323.964998688,Very High Income,High Inequality
33484,180039.33333333334,140194.67603110566,High Income,High Inequality
33486,238190.8333333333,324991.2968634186,Very High Income,High Inequality
33487,382597.1666666667,678192.5209376514,Very High Income,High Inequality
33493,7186.333333333333,6023.811108149613,Lower Medium Income,Low Inequality
33496,772401.1666666666,1614305.772263163,Very High Income,High Inequality
33498,150506.5,190323.22860623183,High Income,High Inequality
33510,126151.83333333331,46355.504382615305,Upper Medium Income,High Inequality
33511,272515.8333333333,106826.82193796962,Very High Income,High Inequality
33513,55936.333333333336,23358.17586770565,Upper Medium Income,Moderate Inequality
33514,6492.833333333333,4708.428417918942,Lower Medium Income,Low Inequality
33523,68527.66666666667,23939.023828608108,Upper Medium Income,Moderate Inequality
33525,92685.5,46385.79957163615,Upper Medium Income,High Inequality
33527,75260.83333333333,36690.74118311958,Upper Medium Income,Moderate Inequality
33534,65858.0,21756.909081944523,Upper Medium Income,Moderate Inequality
33538,17145.833333333332,4254.07604147677,Upper Medium Income,Low Inequality
33540,35757.166666666664,14543.51468410118,Upper Medium Income,Moderate Inequality
33541,81866.5,32313.38914908184,Upper Medium Income,Moderate Inequality
33542,62874.5,27583.308835235846,Upper Medium Income,Moderate Inequality
33543,246175.8333333333,192683.8684419811,Very High Income,High Inequality
33544,170860.16666666666,119357.49513527278,High Income,High Inequality
33545,133238.83333333334,88082.0266420265,Upper Medium Income,High Inequality
33547,242898.0,272480.8426506348,Very High Income,High Inequality
33548,88451.0,114051.35832422164,Upper Medium Income,High Inequality
33549,116979.66666666669,85849.96534808076,Upper Medium Income,High Inequality
33556,413151.1666666667,576200.0325801506,Very High Income,High Inequality
33558,250588.8333333333,278043.803135705,Very High Income,High Inequality
33559,87395.33333333333,48320.912403085546,Upper Medium Income,High Inequality
33563,96073.0,33252.76104626502,Upper Medium Income,Moderate Inequality
33565,80552.5,39035.25427482189,Upper Medium Income,High Inequality
33566,100852.66666666669,47002.45219418522,Upper Medium Income,High Inequality
33567,49879.833333333336,20672.94405174712,Upper Medium Income,Moderate Inequality
33569,153988.5,92812.17475256142,High Income,High Inequality
33570,136106.33333333334,42556.02671146199,Upper Medium Income,High Inequality
33572,229748.0,241363.3946720173,Very High Income,High Inequality
33573,176705.33333333334,96624.86150399734,High Income,High Inequality
33576,38339.16666666666,25150.551384943166,Upper Medium Income,Moderate Inequality
33578,292197.6666666667,126302.4698343887,Very High Income,High Inequality
33579,238866.66666666663,152389.52844164413,Very High Income,High Inequality
33584,120028.66666666669,44814.12782891872,Upper Medium Income,High Inequality
33585,5661.666666666667,5615.394649235855,Lower Medium Income,Low Inequality
33592,70699.83333333333,70439.20297509525,Upper Medium Income,High Inequality
33594,174848.5,97292.8229804234,High Income,High Inequality
33596,204787.66666666663,174420.78017560486,Very High Income,High Inequality
33597,27319.83333333333,9384.045639630418,Upper Medium Income,Moderate Inequality
33598,130614.5,55812.38198016638,Upper Medium Income,High Inequality
33602,261439.5,369505.842630262,Very High Income,High Inequality
33603,96417.66666666669,37980.46856302153,Upper Medium Income,Moderate Inequality
33604,133778.0,37214.72790173267,Upper Medium Income,Moderate Inequality
33605,63245.833333333336,31003.89879622669,Upper Medium Income,Moderate Inequality
33606,376207.5,697554.4957509055,Very High Income,High Inequality
33607,133706.33333333334,62767.58498035963,Upper Medium Income,High Inequality
33609,296027.3333333333,511748.7751042172,Very High Income,High Inequality
33610,123971.33333333331,65576.67545298912,Upper Medium Income,High Inequality
33611,321107.0,368663.3080690293,Very High Income,High Inequality
33612,130176.33333333331,49315.72860524993,Upper Medium Income,High Inequality
33613,189175.3333333333,219139.65581397328,High Income,High Inequality
33614,149621.33333333334,78702.3775464672,High Income,High Inequality
33615,209532.3333333333,76609.16381913242,Very High Income,High Inequality
33616,95552.0,59880.02411155159,Upper Medium Income,High Inequality
33617,168424.83333333334,51712.20170681835,High Income,High Inequality
33618,225535.16666666663,232437.6906798178,Very High Income,High Inequality
33619,136481.5,48070.4667202223,Upper Medium Income,High Inequality
33621,8717.0,4088.244170790194,Lower Medium Income,Low Inequality
33624,213870.5,99010.95928582856,Very High Income,High Inequality
33625,159040.16666666666,75119.8660739399,High Income,High Inequality
33626,314206.0,377204.9991079121,Very High Income,High Inequality
33629,582436.3333333334,1146949.5354671306,Very High Income,High Inequality
33634,103801.33333333331,46905.73666692239,Upper Medium Income,High Inequality
33635,94273.33333333331,42694.89271407842,Upper Medium Income,High Inequality
33637,68554.83333333333,23736.63324413693,Upper Medium Income,Moderate Inequality
33647,534301.8333333334,516469.71105706354,Very High Income,High Inequality
33701,323439.3333333333,545365.7773944627,Very High Income,High Inequality
33702,175988.5,89413.15110597546,High Income,High Inequality
33703,236310.3333333333,268113.7936464043,Very High Income,High Inequality
33704,339830.5,616883.6218612875,Very High Income,High Inequality
33705,139634.0,67118.91890666893,Upper Medium Income,High Inequality
33706,284395.8333333333,486104.4192596552,Very High Income,High Inequality
33707,217494.5,243408.2310685076,Very High Income,High Inequality
33708,166592.66666666666,197096.52381071227,High Income,High Inequality
33709,96514.0,33655.60075826905,Upper Medium Income,Moderate Inequality
33710,187046.5,83266.96056840313,High Income,High Inequality
33711,90875.66666666669,51852.13672614338,Upper Medium Income,High Inequality
33712,99677.66666666669,29199.072229553232,Upper Medium Income,Moderate Inequality
33713,152484.16666666666,52656.22174222783,High Income,High Inequality
33714,58730.833333333336,28750.99573522049,Upper Medium Income,Moderate Inequality
33715,199969.8333333333,371649.4487795814,High Income,High Inequality
33716,97596.33333333331,35011.3260455337,Upper Medium Income,Moderate Inequality
33755,159699.5,136793.35258374218,High Income,High Inequality
33756,245964.16666666663,282063.1514135915,Very High Income,High Inequality
33759,113426.33333333331,71558.45554137307,Upper Medium Income,High Inequality
33760,70716.83333333333,21527.921807890947,Upper Medium Income,Moderate Inequality
33761,124836.66666666669,87624.09757975637,Upper Medium Income,High Inequality
33762,58571.66666666666,56873.40953263368,Upper Medium Income,High Inequality
33763,87289.33333333333,32016.262003342406,Upper Medium Income,Moderate Inequality
33764,165741.0,94709.43790140453,High Income,High Inequality
33765,69653.16666666667,30979.524982908737,Upper Medium Income,Moderate Inequality
33767,247363.3333333333,488863.6698825826,Very High Income,High Inequality
33770,139492.83333333334,78839.84773048885,Upper Medium Income,High Inequality
33771,108946.5,45222.700652437816,Upper Medium Income,High Inequality
33772,142335.66666666666,75783.59038648583,High Income,High Inequality
33773,86173.33333333333,38200.63174695762,Upper Medium Income,Moderate Inequality
33774,106952.66666666669,64523.21155883879,Upper Medium Income,High Inequality
33776,93955.5,77546.37885742958,Upper Medium Income,High Inequality
33777,137135.66666666666,127678.96610588084,Upper Medium Income,High Inequality
33778,68879.0,24060.00044056525,Upper Medium Income,Moderate Inequality
33781,97740.5,35508.10327094366,Upper Medium Income,Moderate Inequality
33782,108383.0,31628.638282417407,Upper Medium Income,Moderate Inequality
33785,100072.66666666669,171371.74868649346,Upper Medium Income,High Inequality
33786,47101.16666666666,95039.07362009936,Upper Medium Income,High Inequality
33801,91878.83333333331,38120.06528544602,Upper Medium Income,Moderate Inequality
33803,202012.5,206297.11391170745,High Income,High Inequality
33805,75694.83333333333,32137.767087441945,Upper Medium Income,Moderate Inequality
33809,129382.0,51361.19565586456,Upper Medium Income,High Inequality
33810,219540.8333333333,78967.90650236758,Very High Income,High Inequality
33811,134880.66666666666,64113.67556353845,Upper Medium Income,High Inequality
33812,89492.5,56263.0752190102,Upper Medium Income,High Inequality
33813,281052.8333333333,252982.9312427356,Very High Income,High Inequality
33815,37197.66666666666,19006.41701811961,Upper Medium Income,Moderate Inequality
33823,147893.83333333334,50321.881882205744,High Income,High Inequality
33825,70564.0,21843.11456729557,Upper Medium Income,Moderate Inequality
33827,18013.5,15481.739860235348,Upper Medium Income,Moderate Inequality
33830,108624.33333333331,34902.28591749639,Upper Medium Income,Moderate Inequality
33834,14030.666666666666,5675.535205305898,Upper Medium Income,Low Inequality
33837,176922.83333333334,60480.10659189241,High Income,High Inequality
33838,19256.166666666668,7573.83998818741,Upper Medium Income,Moderate Inequality
33839,18277.166666666668,6117.879875141933,Upper Medium Income,Low Inequality
33841,29034.33333333333,10269.4966121357,Upper Medium Income,Moderate Inequality
33843,31437.666666666668,6902.934120116363,Upper Medium Income,Moderate Inequality
33844,143345.5,57673.2472182727,High Income,High Inequality
33849,6714.5,2268.6295202169968,Lower Medium Income,Low Inequality
33850,31163.5,11507.802566085324,Upper Medium Income,Moderate Inequality
33852,82586.5,25325.12988120693,Upper Medium Income,Moderate Inequality
33853,36024.666666666664,11126.133158769342,Upper Medium Income,Moderate Inequality
33857,4824.666666666667,3813.259585533965,Lower Medium Income,Low Inequality
33859,55072.0,28181.149955244902,Upper Medium Income,Moderate Inequality
33860,91837.33333333331,29952.245950290053,Upper Medium Income,Moderate Inequality
33865,3072.333333333333,2202.5869941200203,Lower Medium Income,Low Inequality
33868,54792.16666666666,19583.07262322914,Upper Medium Income,Moderate Inequality
33870,68973.5,18826.41175317272,Upper Medium Income,Moderate Inequality
33872,58512.833333333336,19104.36101435132,Upper Medium Income,Moderate Inequality
33873,47077.833333333336,11306.646282902224,Upper Medium Income,Moderate Inequality
33875,50353.66666666666,21212.656351024656,Upper Medium Income,Moderate Inequality
33876,18652.83333333333,5627.311806419356,Upper Medium Income,Low Inequality
33880,140452.5,40727.61122751984,High Income,High Inequality
33881,139276.83333333334,38330.04980647256,Upper Medium Income,Moderate Inequality
33884,198536.66666666663,110951.90066991492,High Income,High Inequality
33890,16786.5,5216.0596143065695,Upper Medium Income,Low Inequality
33896,101772.33333333331,32020.83027447394,Upper Medium Income,Moderate Inequality
33897,104107.66666666669,39876.71022873711,Upper Medium Income,High Inequality
33898,70930.5,29302.29024325573,Upper Medium Income,Moderate Inequality
33901,119315.5,102794.97277931446,Upper Medium Income,High Inequality
33903,108061.5,43332.79022057084,Upper Medium Income,High Inequality
33904,214149.0,148398.3017234362,Very High Income,High Inequality
33905,179043.83333333334,83652.65979851845,High Income,High Inequality
33907,109779.83333333331,38432.706386184494,Upper Medium Income,Moderate Inequality
33908,463271.1666666667,581317.1465881311,Very High Income,High Inequality
33909,143946.83333333334,57455.71937559104,High Income,High Inequality
33912,237096.16666666663,317979.23745516257,Very High Income,High Inequality
33913,351987.8333333333,446281.50312349567,Very High Income,High Inequality
33914,326567.1666666667,262942.71386400244,Very High Income,High Inequality
33916,90141.66666666669,28067.2957490861,Upper Medium Income,Moderate Inequality
33917,135321.83333333334,48622.12885268051,Upper Medium Income,High Inequality
33919,278830.5,293598.0235292806,Very High Income,High Inequality
33920,66169.16666666667,71416.25035639065,Upper Medium Income,High Inequality
33922,26027.83333333333,18239.643433101064,Upper Medium Income,Moderate Inequality
33928,314602.6666666667,369606.3239971235,Very High Income,High Inequality
33931,99245.0,134595.9591131918,Upper Medium Income,High Inequality
33935,67546.0,16653.436570269812,Upper Medium Income,Moderate Inequality
33936,71953.5,36676.7359275604,Upper Medium Income,Moderate Inequality
33946,46775.66666666666,73366.34035214422,Upper Medium Income,High Inequality
33947,67379.33333333333,41609.71162921785,Upper Medium Income,High Inequality
33948,82375.33333333333,26622.88026241088,Upper Medium Income,Moderate Inequality
33950,220582.5,228062.1447577392,Very High Income,High Inequality
33952,127044.66666666669,33481.94568818644,Upper Medium Income,Moderate Inequality
33953,49156.0,36643.55877367808,Upper Medium Income,Moderate Inequality
33954,54029.66666666666,21150.54122869357,Upper Medium Income,Moderate Inequality
33955,76901.66666666667,62717.33834807299,Upper Medium Income,High Inequality
33956,31404.166666666668,30429.1518016304,Upper Medium Income,Moderate Inequality
33957,229287.8333333333,483241.4980091907,Very High Income,High Inequality
33960,3145.5,2880.280038468482,Lower Medium Income,Low Inequality
33966,102606.16666666669,75541.55739833979,Upper Medium Income,High Inequality
33967,142937.83333333334,59713.345186538216,High Income,High Inequality
33971,88410.16666666667,43858.37916483767,Upper Medium Income,High Inequality
33972,52304.66666666666,21986.23569114701,Upper Medium Income,Moderate Inequality
33973,27909.5,17672.233336508434,Upper Medium Income,Moderate Inequality
33974,50783.16666666666,29035.475221987785,Upper Medium Income,Moderate Inequality
33976,52884.66666666666,37498.08504799501,Upper Medium Income,Moderate Inequality
33980,53813.16666666666,21510.749893173568,Upper Medium Income,Moderate Inequality
33981,91549.66666666669,55835.05273452033,Upper Medium Income,High Inequality
33982,69764.0,44148.92219748972,Upper Medium Income,High Inequality
33983,86688.83333333333,43457.35220381778,Upper Medium Income,High Inequality
33990,153686.16666666666,52990.01106403609,High Income,High Inequality
33991,155850.83333333334,83601.214939537,High Income,High Inequality
33993,161621.33333333334,62515.31209125223,High Income,High Inequality
34102,1189124.6666666667,2811464.25878151,Very High Income,High Inequality
34103,533871.5,1172096.2397325144,Very High Income,High Inequality
34104,157266.5,83225.1001315108,High Income,High Inequality
34105,445960.1666666667,877008.9494456524,Very High Income,High Inequality
34108,811449.1666666666,1788127.8056741264,Very High Income,High Inequality
34109,373707.5,578565.2841993719,Very High Income,High Inequality
34110,530284.1666666666,975008.0761034582,Very High Income,High Inequality
34112,180303.66666666663,126642.5819235642,High Income,High Inequality
34113,287758.5,411053.5419245284,Very High Income,High Inequality
34114,237853.5,297413.63022481,Very High Income,High Inequality
34116,115216.16666666669,47992.960656399046,Upper Medium Income,High Inequality
34117,86876.83333333333,35467.46377973292,Upper Medium Income,Moderate Inequality
34119,536253.3333333334,855702.9517568971,Very High Income,High Inequality
34120,334059.8333333333,286537.3107666201,Very High Income,High Inequality
34134,500670.8333333333,1028666.653983382,Very High Income,High Inequality
34135,433261.5,481972.8081345461,Very High Income,High Inequality
34141,9796.0,18593.762222853125,Lower Medium Income,Moderate Inequality
34142,88495.83333333333,28460.6201226654,Upper Medium Income,Moderate Inequality
34145,608939.1666666666,1278115.2265429618,Very High Income,High Inequality
34201,58443.0,80706.63991518914,Upper Medium Income,High Inequality
34202,434477.0,681425.7709001033,Very High Income,High Inequality
34203,178163.0,79789.62568404492,High Income,High Inequality
34205,125467.33333333331,34661.87383663304,Upper Medium Income,Moderate Inequality
34207,89329.83333333333,47018.85340336009,Upper Medium Income,High Inequality
34208,197275.3333333333,137299.15249507796,High Income,High Inequality
34209,263143.6666666667,244363.694292476,Very High Income,High Inequality
34210,103263.33333333331,73993.75360033214,Upper Medium Income,High Inequality
34211,243252.3333333333,295052.7870742228,Very High Income,High Inequality
34212,214664.5,226363.23267063493,Very High Income,High Inequality
34215,13446.833333333334,22280.09117051963,Upper Medium Income,Moderate Inequality
34217,74857.33333333333,135298.67753628144,Upper Medium Income,High Inequality
34219,226327.8333333333,183789.4399528076,Very High Income,High Inequality
34221,244217.0,118756.3340407576,Very High Income,High Inequality
34222,66811.83333333333,27599.865343270547,Upper Medium Income,Moderate Inequality
34223,165584.83333333334,180107.9856679505,High Income,High Inequality
34224,74955.16666666667,27438.55472445053,Upper Medium Income,Moderate Inequality
34228,428303.6666666667,960072.3256908652,Very High Income,High Inequality
34229,141724.5,238485.2628794912,High Income,High Inequality
34231,244330.0,240682.5183921757,Very High Income,High Inequality
34232,192004.8333333333,74747.08745741648,High Income,High Inequality
34233,120595.83333333331,72953.59981088436,Upper Medium Income,High Inequality
34234,85923.16666666667,50390.51598631103,Upper Medium Income,High Inequality
34235,91927.0,48481.43620397399,Upper Medium Income,High Inequality
34236,518526.1666666667,1087872.5152802449,Very High Income,High Inequality
34237,62750.833333333336,23196.94840634575,Upper Medium Income,Moderate Inequality
34238,262094.3333333333,309018.2459225776,Very High Income,High Inequality
34239,163732.33333333334,233904.4144428802,High Income,High Inequality
34240,224356.66666666663,326492.2824678505,Very High Income,High Inequality
34241,155875.5,187499.8629682166,High Income,High Inequality
34242,351912.3333333333,772269.0623635434,Very High Income,High Inequality
34243,203452.5,124104.55331332528,High Income,High Inequality
34251,41639.333333333336,25402.080652314027,Upper Medium Income,Moderate Inequality
34266,76755.0,21141.164546921253,Upper Medium Income,Moderate Inequality
34269,24967.0,15921.29262340216,Upper Medium Income,Moderate Inequality
34275,230945.3333333333,279767.1747654944,Very High Income,High Inequality
34285,164043.66666666666,181138.2062168737,High Income,High Inequality
34286,99923.0,43737.59744201777,Upper Medium Income,High Inequality
34287,102639.33333333331,32421.358396382264,Upper Medium Income,Moderate Inequality
34288,72121.0,31108.930672718405,Upper Medium Income,Moderate Inequality
34289,19545.5,10966.251314829511,Upper Medium Income,Moderate Inequality
34291,42010.66666666666,17412.873693525336,Upper Medium Income,Moderate Inequality
34292,137472.0,115307.18045811373,Upper Medium Income,High Inequality
